,Taxonomic ID,Organism Name,Functional Repertoire Size,HabitatPreference,TemperaturePreference,OxygenPreference
uid57837,158879,Staphylococcus aureus N315,2071,Host,Mesophile,Facultative
uid57795,93061,Staphylococcus aureus NCTC 8325,2345,Host,Mesophile,Facultative
uid58839,426430,Staphylococcus aureus Newman,2048,Host,Mesophile,Facultative
uid57661,273036,Staphylococcus aureus RF122,2052,Host,Mesophile,Facultative
uid58555,451515,Staphylococcus aureus USA300 FPR3757,2067,,,
uid58925,451516,Staphylococcus aureus USA300 TCH1516,2193,Host,Mesophile,Facultative
uid59401,396513,Staphylococcus carnosus TM300,2022,,Mesophile,Facultative
uid57861,176280,Staphylococcus epidermidis ATCC 12228,1958,Host,Mesophile,Facultative
uid57663,176279,Staphylococcus epidermidis RP62A,2094,Host,Mesophile,Facultative
uid62919,279808,Staphylococcus haemolyticus JCSC1435,2150,"Human (Host, Human skin)",Mesophile,Facultative
uid46233,698737,Staphylococcus lugdunensis HKU09 01,2036,"Human (Human vaginal microflora, Host)",Mesophile,Facultative
uid62125,937773,Staphylococcus pseudintermedius HKU10 03,2061,Host,Mesophile,Aerobe
uid58411,342451,Staphylococcus saprophyticus ATCC 15305,1971,"Human (Host, Human skin)",Mesophile,Aerobe
uid48815,639283,Starkeya novella DSM 506,3172,Soil,Mesophile,Aerobe
uid61647,522373,Stenotrophomonas maltophilia K279a,3489,"Multi (Fresh water, Host, Plants, Soil)",Mesophile,Aerobe
uid58657,391008,Stenotrophomonas maltophilia R551 3,3209,"Multi (Fresh water, Host, Plants, Soil)",Mesophile,Aerobe
uid41863,519441,Streptobacillus moniliformis DSM 12112,1121,Host,Mesophile,Facultative
uid57943,208435,Streptococcus agalactiae 2603V R,1771,Host,Mesophile,Facultative
uid57935,205921,Streptococcus agalactiae A909,1653,Host,Mesophile,Facultative
uid61585,211110,Streptococcus agalactiae NEM316,1648,Host,Mesophile,Facultative
uid59103,486410,Streptococcus dysgalactiae equisimilis GGS 124,1651,Host,Mesophile,Facultative
uid59259,553482,Streptococcus equi 4047,1578,Host,Mesophile,Facultative
uid59261,40041,Streptococcus equi zooepidemicus,1500,Host,Mesophile,Facultative
uid59263,552526,Streptococcus equi zooepidemicus MGCS10565,1522,Host,Mesophile,Facultative
uid63617,990317,Streptococcus gallolyticus ATCC BAA 2069,1843,Host,Mesophile,Aerobe
uid46061,637909,Streptococcus gallolyticus UCN34,1834,Host,Mesophile,Anaerobe
uid57667,467705,Streptococcus gordonii Challis substr CH1,1755,"Human (Host, Human oral microflora)",Mesophile,Facultative
uid46097,365659,Streptococcus mitis B6,1654,"Host (Oral microflora, Host)",Mesophile,Aerobe
uid46353,511691,Streptococcus mutans NN2025,1600,Host,Mesophile,Facultative
uid57947,210007,Streptococcus mutans UA159,1661,Host,Mesophile,Facultative
uid65449,927666,Streptococcus oralis Uo5,1630,Host,Mesophile,Facultative
uid49313,760570,Streptococcus parasanguinis ATCC 15912,1724,Host,Mesophile,Aerobe
uid67355,936154,Streptococcus parauberis KCTC 11537,1496,,,
uid68019,981540,Streptococcus pasteurianus ATCC 43144,1565,,,
uid52533,189423,Streptococcus pneumoniae 670 6B,1780,"Host (Host, Nasopharyngeal microflora)",Mesophile,Facultative
uid59125,488221,Streptococcus pneumoniae 70585,1686,"Human (Host, Human nasopharyngeal microflora)",Mesophile,Facultative
uid52453,574093,Streptococcus pneumoniae AP200,1686,"Human (Host, Human nasopharyngeal microflora)",Mesophile,Facultative
uid59287,561276,Streptococcus pneumoniae ATCC 700669,1615,Host,Mesophile,Facultative
uid59181,516950,Streptococcus pneumoniae CGSP14,1681,Host,Mesophile,Facultative
uid58581,373153,Streptococcus pneumoniae D39,1544,"Host (Host, Nasopharyngeal microflora)",Mesophile,Facultative
uid59167,512566,Streptococcus pneumoniae G54,1615,"Human (Human nasopharyngeal microflora, Host)",Mesophile,Facultative
uid59117,487214,Streptococcus pneumoniae Hungary19A 6,1737,Host,Mesophile,Facultative
uid59121,488222,Streptococcus pneumoniae JJA,1657,"Human (Host, Human nasopharyngeal microflora)",Mesophile,Facultative
uid59123,488223,Streptococcus pneumoniae P1031,1633,"Human (Host, Human nasopharyngeal microflora)",Mesophile,Facultative
uid57859,171101,Streptococcus pneumoniae R6,1575,"Host (Host, Nasopharyngeal microflora)",Mesophile,Facultative
uid59119,487213,Streptococcus pneumoniae Taiwan19F 14,1619,"Human (Host, Human nasopharyngeal microflora)",Mesophile,Facultative
uid49735,525381,Streptococcus pneumoniae TCH8431 19A,1708,Host,Mesophile,Facultative
uid57857,170187,Streptococcus pneumoniae TIGR4,1685,"Host (Host, Nasopharyngeal microflora)",Mesophile,Facultative
uid71153,1054460,Streptococcus pseudopneumoniae IS7493,1776,,,
uid57845,160490,Streptococcus pyogenes M1 GAS,1442,"Host (Host, Nasopharyngeal microflora)",Mesophile,Facultative
uid57847,160491,Streptococcus pyogenes Manfredo,1473,"Host (Host, Nasopharyngeal microflora)",Mesophile,Facultative
uid58571,370552,Streptococcus pyogenes MGAS10270,1629,"Host (Host, Nasopharyngeal microflora)",Mesophile,Facultative
uid58105,286636,Streptococcus pyogenes MGAS10394,1551,"Host (Host, Nasopharyngeal microflora)",Mesophile,Facultative
uid58575,370554,Streptococcus pyogenes MGAS10750,1616,"Host (Host, Nasopharyngeal microflora)",Mesophile,Facultative
uid58573,370553,Streptococcus pyogenes MGAS2096,1530,"Host (Host, Nasopharyngeal microflora)",Mesophile,Facultative
uid57911,198466,Streptococcus pyogenes MGAS315,1530,Host,Mesophile,Facultative
uid58337,293653,Streptococcus pyogenes MGAS5005,1540,"Human (Host, Human nasopharyngeal microflora)",Mesophile,Facultative
uid58335,319701,Streptococcus pyogenes MGAS6180,1585,"Human (Host, Human nasopharyngeal microflora)",Mesophile,Facultative
uid57871,186103,Streptococcus pyogenes MGAS8232,1515,Host,Mesophile,Facultative
uid58569,370551,Streptococcus pyogenes MGAS9429,1560,"Host (Host, Nasopharyngeal microflora)",Mesophile,Facultative
uid59035,471876,Streptococcus pyogenes NZ131,1437,Host,Mesophile,Facultative
uid57895,193567,Streptococcus pyogenes SSI 1,1542,Host,Mesophile,Facultative
uid70481,1048332,Streptococcus salivarius CCHSS3,1656,,,
uid58381,388919,Streptococcus sanguinis SK36,1881,"Host (Host, Oral microflora)",Mesophile,Facultative
uid58663,391295,Streptococcus suis 05ZYH33,1711,Host,Mesophile,Facultative
uid58665,391296,Streptococcus suis 98HAH33,1714,Host,Mesophile,Facultative
uid59321,568814,Streptococcus suis BM407,1619,Host,Mesophile,Facultative
uid32235,218494,Streptococcus suis P1 7,1567,Host,Mesophile,Facultative
uid59323,568813,Streptococcus suis SC84,1635,Host,Mesophile,Facultative
uid66327,1007064,Streptococcus suis ST3,1625,Host,Mesophile,Facultative
uid58221,299768,Streptococcus thermophilus CNRZ1066,1431,Other (Milk),Thermophile,Facultative
uid58327,322159,Streptococcus thermophilus LMD 9,1439,Other (Milk),Thermophile (Thermotolerant),Facultative
uid58219,264199,Streptococcus thermophilus LMG 18311,1416,Other (Milk),Thermophile,Facultative
uid57959,218495,Streptococcus uberis 0140J,1483,Host,Mesophile,Facultative
uid57739,227882,Streptomyces avermitilis MA 4680,4827,Soil,Mesophile,Aerobe
uid77117,1003195,Streptomyces cattleya NRRL 8057,4093,,,
uid57801,100226,Streptomyces coelicolor A3 2,4892,Soil,Mesophile,Aerobe
uid40839,591167,Streptomyces flavogriseus ATCC 33331,4225,,,
uid58983,455632,Streptomyces griseus NBRC 13350,4583,Soil,Mesophile,Aerobe
uid46531,680198,Streptomyces scabiei 87 22,5494,Soil,Mesophile,Aerobe
uid72627,862751,Streptomyces SirexAA E,4221,,,
uid52609,653045,Streptomyces violaceusniger Tu 4113,5003,"Soil (Soil, Terrestrial)",Mesophile,Aerobe
uid42521,479432,Streptosporangium roseum DSM 43021,5379,Soil,Mesophile,Aerobe
uid68841,1051632,Sulfobacillus acidophilus TPY,2832,,Thermophile,
uid60789,709032,Sulfuricurvum kujiense DSM 16994,2070,,Mesophile,Anaerobe
uid58121,204536,Sulfurihydrogenibium azorense Az Fu1,1486,Soil,Thermophile,Facultative
uid58855,436114,Sulfurihydrogenibium YO3AOP1,1504,Soil,Thermophile,Facultative
uid53043,563040,Sulfurimonas autotrophica DSM 16294,1876,"Marine (Marine, Sediment)",Mesophile,Aerobe
uid58185,326298,Sulfurimonas denitrificans DSM 1251,1785,"Marine (Marine, Mud)",Mesophile,Anaerobe
uid41861,525898,Sulfurospirillum deleyianum DSM 6946,1865,Other (Sediment),Mesophile,Aerobe (Microaerophilic)
uid58863,387093,Sulfurovum NBC37 1,2059,"Marine (Deep sea, Hydrothermal vent, Marine)",Thermophile,Anaerobe
uid58165,292459,Symbiobacterium thermophilum IAM 14863,2534,Soil,Thermophile,Anaerobe
uid58123,64471,Synechococcus CC9311,2518,Marine,Mesophile,
uid58319,110662,Synechococcus CC9605,2309,Marine,Mesophile,
uid58323,316279,Synechococcus CC9902,2050,"Marine (Coastal, Marine)",Mesophile,
uid58235,269084,Synechococcus elongatus PCC 6301,2141,Fresh water,Mesophile,Facultative
uid58045,1140,Synechococcus elongatus PCC 7942,2229,Fresh water,Mesophile,Facultative
uid58537,321332,Synechococcus JA 2 3B a 2 13,2339,"Fresh water (Fresh water, Hot spring)",Thermophile,Facultative
uid58535,321327,Synechococcus JA 3 3Ab,2238,"Fresh water (Fresh water, Hot spring)",Thermophile,Facultative
uid59137,32049,Synechococcus PCC 7002,2368,"Marine (Marine, Mud)",Mesophile,Facultative
uid61609,316278,Synechococcus RCC307,2246,Marine,Mesophile,Facultative
uid61607,32051,Synechococcus WH 7803,2228,Marine,Mesophile,
uid61581,84588,Synechococcus WH 8102,2167,Marine,Mesophile,
uid57659,1148,Synechocystis PCC 6803,2455,"Multi (Fresh water, Fresh water)",Mesophile,Facultative
uid58177,335543,Syntrophobacter fumaroxidans MPOB,3027,Fresh water,Mesophile,Anaerobe
uid63343,645991,Syntrophobotulus glycolicus DSM 8271,2443,"Multi (Fresh water, Marine, Sludge)",Mesophile,Anaerobe
uid58179,335541,Syntrophomonas wolfei Goettingen,1932,,Mesophile,Anaerobe
uid49527,643648,Syntrophothermus lipocalidus DSM 12680,1893,,Thermophile,Anaerobe (Obligate anaerobe)
uid58539,56780,Syntrophus aciditrophicus SB,2553,Other (Sludge),Mesophile,Anaerobe
uid73771,1008459,Taylorella asinigenitalis MCE3,1330,,,
uid62103,937774,Taylorella equigenitalis MCE9,1342,"Host (Host, Vagina microflora)",Mesophile,Aerobe (Microaerophilic)
uid66873,499229,Tepidanaerobacter Re1,2030,Other (Sludge),Thermophile (Thermotolerant),Aerobe
uid59267,377629,Teredinibacter turnerae T7901,3483,"Host (Host, Endosymbiont)",Mesophile,
uid53251,401053,Terriglobus saanensis SP1PR4,3179,,,
uid74441,945021,Tetragenococcus halophilus,1892,,,
uid58987,85643,Thauera MZ1T,3027,"Fresh water (Fresh water, Wastewater)",Mesophile,Facultative
uid61727,644966,Thermaerobacter marianensis DSM 12885,1916,Other (Mud),Thermophile (Hyperthermophile),Aerobe (Obligate aerobe)
uid41925,525903,Thermanaerovibrio acidaminovorans DSM 6589,1486,Other (Sludge),Thermophile,Anaerobe (Obligate anaerobe)
uid48823,635013,Thermincola potens JR,2282,Other (Sludge),Thermophile,Anaerobe
uid55639,509193,Thermoanaerobacter brockii finnii Ako 1,1801,,Thermophile,Anaerobe
uid46241,580331,Thermoanaerobacter italicus Ab9,1868,"Fresh water (Fresh water, Mud)",Thermophile,Anaerobe
uid49481,583358,Thermoanaerobacter mathranii A3,1814,Other (Hot spring),Thermophile,Anaerobe
uid58339,340099,Thermoanaerobacter pseudethanolicus ATCC 33223,1783,"Fresh water (Fresh water, Hot spring)",Thermophile,Anaerobe
uid57813,273068,Thermoanaerobacter tengcongensis MB4,2000,"Fresh water (Fresh water, Hot spring)",Thermophile (Hyperthermophile),Anaerobe
uid52581,697303,Thermoanaerobacter wiegelii Rt8 B1,1977,"Fresh water (Hot spring, Fresh water)",Thermophile,Anaerobe (Obligate anaerobe)
uid53065,573062,Thermoanaerobacter X513,1902,Fresh water,Thermophile,Anaerobe
uid58589,399726,Thermoanaerobacter X514,1889,"Fresh water (Fresh water, Deep subsurface)",Thermophile,Anaerobe
uid51639,580327,Thermoanaerobacterium thermosaccharolyticum DSM 571,2121,,Thermophile,Anaerobe (Obligate anaerobe)
uid63163,858215,Thermoanaerobacterium xylanolyticum LX 11,1903,"Fresh water (Fresh water, Sediment)",Thermophile,Anaerobe
uid42011,525904,Thermobaculum terrenum ATCC BAA 798,1562,Soil,Thermophile,Aerobe (Obligate aerobe)
uid57703,269800,Thermobifida fusca YX,2444,"Host (Self-heated organic materials, Host)",Thermophile,Aerobe
uid48999,469371,Thermobispora bispora DSM 43833,2701,,Thermophile,Aerobe
uid46231,638303,Thermocrinis albus DSM 14484,1421,"Fresh water (Fresh water, Hot spring)",Thermophile (Hyperthermophile),Aerobe (Microaerophilic)
uid68285,667014,Thermodesulfatator indicus DSM 15286,1856,,,
uid68283,795359,Thermodesulfobacterium OPB45,1434,,,
uid66601,747365,Thermodesulfobium narugense DSM 14796,1548,,,
uid59257,289376,Thermodesulfovibrio yellowstonii DSM 11347,1701,Fresh water,Thermophile,
uid59341,309801,Thermomicrobium roseum DSM 5159,1623,,Thermophile,Aerobe
uid41885,471852,Thermomonospora curvata DSM 43183,3504,,Thermophile,Aerobe
uid51421,555079,Thermosediminibacter oceani DSM 16646,1802,"Soil (Sediment, Soil, Deep sea)",Thermophile,Anaerobe
uid59095,484019,Thermosipho africanus TCF52B,1631,Fresh water,Thermophile,Anaerobe
uid58683,391009,Thermosipho melanesiensis BI429,1624,"Multi (Hydrothermal vent, Marine, Host)",Thermophile,Anaerobe
uid57907,197221,Thermosynechococcus elongatus BP 1,1987,"Fresh water (Fresh water, Hot spring)",Thermophile,
uid58419,416591,Thermotoga lettingae TMO,1637,Fresh water,Thermophile,Anaerobe
uid57723,243274,Thermotoga maritima MSB8,1576,Marine,Thermophile (Hyperthermophile),Anaerobe
uid42777,590168,Thermotoga naphthophila RKU 10,1517,Fresh water,Thermophile,Anaerobe
uid59065,309803,Thermotoga neapolitana DSM 4359,1633,Fresh water,Thermophile (Hyperthermophile),Anaerobe
uid58655,390874,Thermotoga petrophila RKU 1,1521,"Fresh water (Fresh water, Oil fields)",Thermophile (Hyperthermophile),Anaerobe
uid58935,126740,Thermotoga RQ2,1550,Fresh water,Thermophile (Hyperthermophile),Anaerobe
uid68449,688269,Thermotoga thermarum DSM 5069,1599,,,
uid62095,648996,Thermovibrio ammonificans HB 1,1568,"Multi (Fresh water, Hydrothermal vent, Deep sea, Marine)",Thermophile,Anaerobe
uid77129,580340,Thermovirga lienii DSM 17291,1514,,,
uid62273,743525,Thermus scotoductus SA 01,2012,"Fresh water (Fresh water, Groundwater)",Thermophile,Anaerobe
uid58033,262724,Thermus thermophilus HB27,1693,"Fresh water (Fresh water, Hydrothermal vent)",Thermophile,Aerobe
uid58223,300852,Thermus thermophilus HB8,1664,"Fresh water (Fresh water, Hot spring)",Thermophile,Aerobe
uid67391,717773,Thioalkalimicrobium cyclicum ALM1,1508,,,
uid46181,396595,Thioalkalivibrio K90mix,2175,Other (Soda lakes),Mesophile,Aerobe
uid59179,396588,Thioalkalivibrio sulfidophilus HL EbGr7,2782,Fresh water,Mesophile,Facultative
uid58189,292415,Thiobacillus denitrificans ATCC 25259,2383,Soil,Mesophile,Facultative
uid58183,317025,Thiomicrospira crunogena XCL 2,1872,"Marine (Deep sea, Marine)",Mesophile,Anaerobe
uid48825,75379,Thiomonas intermedia K12,2469,,Mesophile,Aerobe
uid59395,595494,Tolumonas auensis DSM 9187,2431,"Fresh water (Fresh water, Sediment)",Mesophile,Facultative
uid67365,545695,Treponema azotonutricium ZAS 9,2676,"Host (Host, Termite gut)",Mesophile,Anaerobe
uid66607,906968,Treponema brennaborense DSM 12168,2068,Host,Mesophile,Anaerobe
uid57583,243275,Treponema denticola ATCC 35405,2283,Host,Mesophile,Anaerobe
uid57585,243276,Treponema pallidum Nichols,923,Host,Mesophile,Anaerobe
uid58977,455434,Treponema pallidum SS14,920,Host,Mesophile,Anaerobe
uid68447,545776,Treponema paraluiscuniculi Cuniculi A,923,Host,Mesophile,Anaerobe
uid67367,545694,Treponema primitia ZAS 2,2652,"Host (Host, Termite gut)",Mesophile,Anaerobe
uid65781,869209,Treponema succinifaciens DSM 2489,2071,,,
uid57925,203124,Trichodesmium erythraeum IMS101,2981,Marine,Mesophile,Aerobe
uid57961,218496,Tropheryma whipplei TW08 27,712,Host,Mesophile,Aerobe
uid57705,203267,Tropheryma whipplei Twist,738,Host,Mesophile,Aerobe
uid49533,649638,Truepera radiovictrix DSM 17093,2329,"Fresh water (Fresh water, Hot spring)",Thermophile,Aerobe (Obligate aerobe)
uid48829,521096,Tsukamurella paurometabola DSM 20162,3090,"Multi (Host, Sludge, Soil)",Mesophile,Aerobe (Obligate aerobe)
uid58887,505682,Ureaplasma parvum serovar 3 ATCC 27815,550,Host,Mesophile,Facultative
uid57711,273119,Ureaplasma parvum serovar 3 ATCC 700970,543,"Host (Host, Urogenital tract)",Mesophile,Facultative
uid59011,565575,Ureaplasma urealyticum serovar 10 ATCC 33699,568,"Host (Host, Urogenital tract)",Mesophile,Facultative
uid62107,595537,Variovorax paradoxus EPS,4017,Soil,Mesophile,Aerobe
uid59437,543728,Variovorax paradoxus S110,3663,Soil,Mesophile,Aerobe
uid41927,479436,Veillonella parvula DSM 2008,1594,"Human (Human intestinal microflora, Human oral microflora, Human vaginal microflora, Host)",Mesophile,Anaerobe
uid58675,391735,Verminephrobacter eiseniae EF01 2,2958,"Multi (Host, Soil)",Mesophile,
uid66297,263358,Verrucosispora maris AB 18 032,4176,Other (Sediment),,
uid68057,882102,Vibrio anguillarum 775,2317,"Multi (Fresh water, Host)",Mesophile,Facultative
uid59355,579112,Vibrio cholerae M66 2,2239,"Multi (Fresh water, Host)",Mesophile,Facultative
uid59387,593588,Vibrio cholerae MJ 1236,2284,"Multi (Fresh water, Host)",Mesophile,Facultative
uid78933,914149,Vibrio cholerae O1 2010EL 1786,2353,,,
uid57623,243277,Vibrio cholerae O1 biovar El Tor N16961,2297,"Multi (Fresh water, Host, Intestinal microflora, Wastewater)",Mesophile,Facultative
uid58425,345073,Vibrio cholerae O395,2237,"Multi (Fresh water, Host)",Mesophile,Facultative
uid41601,150340,Vibrio Ex25,2478,Marine,Mesophile,Facultative
uid58163,312309,Vibrio fischeri ES114,2188,Fresh water,Mesophile,Facultative
uid58907,388396,Vibrio fischeri MJ11,2186,Fresh water,Mesophile,Facultative
uid58957,338187,Vibrio harveyi ATCC BAA 1116,2689,Marine,Mesophile,Facultative
uid57969,223926,Vibrio parahaemolyticus RIMD 2210633,2642,"Multi (Fresh water, Host)",Mesophile,Facultative
uid59353,575788,Vibrio splendidus LGP32,2469,Fresh water,Mesophile,Facultative
uid62909,216895,Vibrio vulnificus CMCP6,2421,"Multi (Fresh water, Host)",Mesophile,Facultative
uid62243,914127,Vibrio vulnificus MO6 24 O,2511,"Multi (Fresh water, Host)",Mesophile,Facultative
uid58007,196600,Vibrio vulnificus YJ016,2682,"Multi (Fresh water, Host)",Mesophile,Facultative
uid49531,716544,Waddlia chondrophila WSU 86 1044,1654,Host,,
uid63627,865938,Weeksella virosa DSM 16922,1850,Host,Mesophile,Aerobe
uid68837,1045854,Weissella koreensis KACC 15510,1158,,,
uid57853,36870,Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis,584,"Host (Endosymbiont, Host, Insect endosymbiont)",Mesophile,
uid61645,570417,Wolbachia endosymbiont of Culex quinquefasciatus Pel,949,,,
uid57851,163164,Wolbachia endosymbiont of Drosophila melanogaster,949,"Host (Endosymbiont, Host, Insect endosymbiont)",Mesophile,Aerobe
uid58107,292805,Wolbachia endosymbiont TRS of Brugia malayi,753,"Host (Endosymbiont, Host, Nematode endosymbiont)",Mesophile,Aerobe
uid59371,66084,Wolbachia wRi,875,"Host (Endosymbiont, Host)",Mesophile,Aerobe
uid61591,273121,Wolinella succinogenes DSM 1740,1697,"Host (Host, Rumen)",Mesophile,Anaerobe
uid58453,78245,Xanthobacter autotrophicus Py2,3351,"Multi (Fresh water, Sediment, Soil)",Mesophile,Facultative
uid43163,380358,Xanthomonas albilineans GPE PC73,2482,,,
uid57889,190486,Xanthomonas axonopodis citri 306,3344,Host,Mesophile,Aerobe
uid73179,981368,Xanthomonas axonopodis citrumelo F1,3293,,,
uid57595,314565,Xanthomonas campestris 8004,3286,Host,Mesophile,Aerobe
uid57887,190485,Xanthomonas campestris ATCC 33913,3191,Host,Mesophile,Aerobe
uid61643,509169,Xanthomonas campestris B100,3444,,,
uid58321,316273,Xanthomonas campestris vesicatoria 85 10,3416,Host,Mesophile,Aerobe
uid58155,291331,Xanthomonas oryzae KACC10331,2699,Host,Mesophile,Aerobe
uid58547,342109,Xanthomonas oryzae MAFF 311018,2886,Host,Mesophile,Aerobe
uid59131,360094,Xanthomonas oryzae PXO99A,3201,Host,Mesophile,Aerobe
uid46345,406818,Xenorhabdus bovienii SS 2004,3103,"Multi (Host, Nematode gut, Nematode symbiont, Soil)",Mesophile,Facultative
uid49133,406817,Xenorhabdus nematophila ATCC 19061,3101,"Multi (Host, Nematode gut, Nematode symbiont, Soil)",Mesophile,Facultative
uid41935,446471,Xylanimonas cellulosilytica DSM 15894,2609,Soil,Mesophile,Aerobe
uid57849,160492,Xylella fastidiosa 9a5c,2308,Host,Mesophile,Aerobe
uid58763,405440,Xylella fastidiosa M12,1789,Host,Mesophile,Aerobe
uid58809,405441,Xylella fastidiosa M23,1768,Host,Mesophile,Aerobe
uid57869,183190,Xylella fastidiosa Temecula1,1686,Host,Mesophile,Aerobe
uid57741,393305,Yersinia enterocolitica 8081,3075,Host,Mesophile,Aerobe
uid63663,994476,Yersinia enterocolitica palearctica 105 5R r,3011,Host,Mesophile,Aerobe
uid58485,349746,Yersinia pestis Angola,2900,Host,Mesophile,Facultative
uid58607,360102,Yersinia pestis Antiqua,2905,Host,Mesophile,Facultative
uid58037,229193,Yersinia pestis biovar Microtus 91001,2935,Host,Mesophile,Facultative
uid57621,214092,Yersinia pestis CO92,2898,Host,Mesophile,Facultative
uid57875,187410,Yersinia pestis KIM 10,3012,Host,Mesophile,Facultative
uid58609,377628,Yersinia pestis Nepal516,2884,Host,Mesophile,Facultative
uid58619,386656,Yersinia pestis Pestoides F,2847,Host,Mesophile,Facultative
uid47317,637386,Yersinia pestis Z176003,2571,Host,Mesophile,Facultative
uid58487,349747,Yersinia pseudotuberculosis IP 31758,3228,Host,Mesophile,Facultative
uid58157,273123,Yersinia pseudotuberculosis IP 32953,2982,"Multi (Fresh water, Host, Soil)",Mesophile,Facultative
uid59153,502801,Yersinia pseudotuberculosis PB1,3172,Host,Mesophile,Facultative
uid59151,502800,Yersinia pseudotuberculosis YPIII,3226,Host,Mesophile,Facultative
uid70621,63186,Zobellia galactanivorans,3628,,,
uid48073,655815,Zunongwangia profunda SM A87,3584,"Other (Deep sea, Sediment)",Mesophile,Aerobe (Obligate aerobe)
uid41019,622759,Zymomonas mobilis NCIMB 11163,1559,,Mesophile,Facultative
uid68445,579138,Zymomonas mobilis pomaceae ATCC 29192,1479,,Mesophile,Facultative
uid58095,264203,Zymomonas mobilis ZM4,1505,,Mesophile,Facultative
